imdb_name_id,name,birth_name,height,bio,date_of_birth,place_of_birth,date_of_death,place_of_death,divorces,children
nm0001563,Kitten Natividad,Francesca Isabel Natividad,160,Miss Nude Universe twice in a row  in 1970 and 1971  got her a topless non-speaking part in I nuovi centurioni (1972). Started working as a maid for fellow nude model and actress Stella Stevens  went on tour as a strip-dancer for three years. Then she met talent-finder Russ Meyer  with whom she lived on-and-off for 15 years  and who apparently paid for her breast enhancement in 1979. They didn't marry because her first husband  25 years her senior  wouldn't grant her a divorce (eventually he did  and she subsequently married  and divorced  three times). She appeared in many hardcore productions in the 1980s and 1990s  where she would not perform in explicit sex scenes; she would only say a line or be photographed topless. Her wild beauty  personal charm and sex appeal left her image imprinted on the viewer's mind  often more indelible than the film stars. In her later films she appeared plump  but still attractive. Chris Penn remembered her 44-25-35 dimensions from his earlier film The Wild Life (1984)  in which Kitten also danced  and he presented his brother Sean Penn with an eye-popping  erotic performance by Kitten Natividad on the eve of his marriage to Madonna. She underwent a double mastectomy for treatment of breast cancer in October 1999.,1948-02-13,Juarez  Chihuahua  Mexico,,,3,0
nm0001564,Bebe Neuwirth,Beatrice J. Neuwirth,163,Beatrice "Bebe" Neuwirth is the daughter of Sydney Anne  an artist  and Lee Paul Neuwirth  a mathematician. Born and raised in Princeton  New Jersey  she started out as a dancer. Her New York career started out in "A Chorus Line". She won a Tony Award for her part in "Sweet Charity" and two Emmy Awards for Outstanding Supporting Actress in a Comedy Series for playing Lilith Sternin Crane of Cin cin (1982).,1958-12-31,Princeton  New Jersey  USA,,,1,0
nm0001565,Mike Newell,Michael Cormac Newell,188,Attended Cambridge University. Three year training course at Granada Television  with intention of going into theatre. Graduated to directing TV plays  building strong reputation for work with David Hare  David Edgar  Hohn  John Osborne  Jack Rosenthal.,1942-03-28,St. Albans  Hertfordshire  England  UK,,,0,3
nm0001568,Lisa Niemi,Lisa Anne Haapaniemi,163,Lisa Niemi was born on May 26  1956 in Houston  Texas  USA as Lisa Anne Haapaniemi. She is an actress and director  known for One Last Dance (2003)  Un amore rinnovato (1988) and Super Force (1990). She has been married to Albert DePrisco since May 25  2014. She was previously married to Patrick Swayze.,1956-05-26,Houston  Texas  USA,,,0,0
nm0001569,Chuck Norris,Carlos Ray Norris,178,Chuck Norris is familiar to fans worldwide as the star of action films such as Omicidio incrociato (1991)  Delta Force (1986) and Delta Force 2 - Colombia Connection: Il massacro (1990). He also starred in Rombo di tuono (1984) and its sequels  Il tempio di fuoco (1986) and Pugno d'acciaio (1992). He was an executive producer of Walker Texas Ranger (1993) as well as the star.Chuck Norris was born in Ryan  Oklahoma  to Wilma (Scarberry) and Ray Norris  who was a truck driver  mechanic  and bus driver. The eldest of three children  he helped his mother raise his two younger brothers in Torrance  CA  where his family moved when he was 12. Norris attended North Torrance High School from its inception in September  1955 until his graduation in June  1958. He is one of several storied alumni from the school. Other NHS alumni include Bob Hite (1943-1981)  who was the lead singer of "Canned Heat " Chris Demaria  who was a professional baseball player in the Kansas City Royals and Milwaukee Brewers organizations  Chris Mortensen  an analyst with ESPN  Hip-Hop DJ "Key-Kool" (Kikuo Nishi)  and Wee-Man (Jason Acuna) of "JackAss fame."Norris joined the Air Force after graduating from high school. During a stint in Korea  he began to study the Asian martial art of Tang Soo Do. After returning home  he worked for Northrop Aviation and moonlighted as a karate instructor. Two years later he was teaching full-time and running a number of martial-arts schools. His students included Steve McQueen  Priscilla Presley and the Osmonds.Norris's fight career lasted from 1964-1974. Norris started off by losing his first three tournaments but  by 1966  he was almost unbeatable. Among the numerous titles he won were The National Karate Championships (1966)  All-Star Championships (1966)  World Middleweight Karate Championship (1967)  All-American Karate Championship (1967)  Internationals (1968)  World Professional Middleweight Karate Championship (defeating Louis Delgado on 24 November 1968)  All-American Championship (1968)  National Tournament of Champions (1968)  American Tang Soo Championship  and the North American Karate Championship. Norris compiled a fight record of 65-5 with wins over champions Joe Lewis  Skipper Mullins  Arnold Urquidez  Ronald L. Marchini  Victor Moore  Louis Delgado  and Steve Sanders. Of the five men to beat Norris  three were Allen Steen  Joe Lewis  and Norris's last career defeat to Louis Delgado in 1968. Norris retired as undefeated Professional Full-Contact Middleweight Champion in 1974.Norris  who was urged to get into acting by his friend Steve McQueen  skillfully incorporates his martial-arts knowledge into his series and feature film projects  stressing action and technique over violence. He is the author of the books "The Secret of Inner Strength" and "The Secret Power Within - Zen Solutions to Real Problems". He works for many charities  including the Funds for Kids  Veterans Administration National Salute to Hospitalized Veterans  the United Way  Make-a-Wish Foundation and KickStart  a nonprofit organization he created to help battle drugs and violence in schools. He also starred in the television movie Patto di sangue (1993)  broadcast on CBS.He lives on a ranch when not filming.,1940-03-10,Ryan  Oklahoma  USA,,,1,4
nm0001572,Danny Nucci,Danny Nucci,178,Danny Nucci was born on September 15  1968 in Klagenfurt  Carinthia  Austria. He is an actor and director  known for Titanic (1997)  Allarme rosso (1995) and Alive - Sopravvissuti (1993). He has been married to Paula Marshall since October 12  2003. They have one child. He was previously married to Terre Bridgham.,1968-09-15,Klagenfurt  Carinthia  Austria,,,1,2
nm0001573,Catherine O'Hara,Catherine Anne O'Hara,163,Canadian actress  writer  and comedian  Catherine O'Hara gained recognition as one of the original cast members on the Canadian television sketch comedy show Second City TV (1976). On the series  she impersonated the likes of Lucille Ball  Tammy Faye Bakker  Gilda Radner  Katharine Hepburn  and Brooke Shields. O'Hara stayed with the show for its entirety (1976-1984). She went on to devote her talents to several films directed by Tim Burton  including Beetlejuice - Spiritello porcello (1988)  Nightmare Before Christmas (1993) and later  Frankenweenie (2012). O'Hara also frequently collaborated with director and writer  Christopher Guest  appearing in his mockumentary films  three of which earned her awards and nominations; Sognando Broadway (1996)  Campioni di razza (2000)  A Mighty Wind (2003)  and For Your Consideration (2006). Recently  O'Hara can be seen on the Canadian television comedy series Schitt's Creek (2015). Her work in the series earned two Canadian Screen Awards for Best Lead Actress (2016 and 2017).,1954-03-04,Toronto  Ontario  Canada,,,0,2
nm0001574,Michael O'Keefe,Raymond Peter O'Keefe Jr.,185,Michael O'Keefe was born on April 24  1955 in Mount Vernon  New York  USA as Raymond Peter O'Keefe Jr. He is an actor and director  known for Palla da golf (1980)  Michael Clayton (2007) and La promessa (2001). He has been married to Emily Donahoe since September 18  2011. They have one child. He was previously married to Bonnie Raitt.,1955-04-24,Mount Vernon  New York  USA,,,1,1
nm0001575,Tatum O'Neal,Tatum Beatrice O'Neal,170,Tatum O'Neal was born on November 5  1963 in Los Angeles  California  USA as Tatum Beatrice O'Neal. She is an actress and producer  known for Paper Moon - Luna di carta (1973)  The Runaways (2010) and Little Darlings (1980). She was previously married to John McEnroe.,1963-11-05,Los Angeles  California  USA,,,1,3
nm0001578,Annette O'Toole,Annette Toole,163,Beautiful red-haired film/stage actress  dancer  writer  singer  producer and composer Annette O'Toole was born on April 1  1952 in Houston  Texas  to Dorothy Geraldine (Niland) and William West Toole  Jr. She started with acting at a very young age and during the 60s  she began a career in theater and television. Some of the TV shows that she acted in were Io e i miei tre figli (1960)  Gunsmoke (1955) and La famiglia Partridge (1970). She also started dancing and singing.Her career on TV also began during the 60s  while work on films was smaller. At the end of the 70s  she made a first leading role in Domani vinco anch'io (1977)  as Robby Benson's mentor and girlfriend and a supporting role in Il re degli zingari (1978)  opposite Eric Roberts and Susan Sarandon. She frequently played leading roles in TV films. At the beginning of the 80s  she played a leading role opposite Gary Busey in the comedy Foolin' Around (1980). From that point on larger parts in well-known motion pictures occurred. She appeared in the horror remake Il bacio della pantera (1982) with Nastassja Kinski. Her most famous role of the 80s was in Superman III (1983)  where she joined a well-known acting crew of "Superman" films  Christopher Reeve  Margot Kidder and also with (also a new member of "Superman" films (a comic relief)) brilliant Richard Pryor.She continued to work on TV films  but none of them were famous as It (1990)  based upon Stephen King's novel  opposite John Ritter  Richard Thomas  Tim Reid  Richard Masur and the unforgettable Tim Curry as Pennywise the Clown  aka It.Annette appeared in more films such as On Hope (1994) and Crimini immaginari (1994) with Harvey Keitel  she still stood tight on TV. When it comes to TV series she is known for the role of Lisa Bridges in Nash Bridges (1996)  but she is perhaps known to the wide audience as Martha Kent in Smallville (2001)  a series about young Clark Kent/Superman. She also starred in the series The Huntress (2000).Annette has been married to Michael McKean since 1999 and they were both nominated for the Academy Award for Best Song in the film A Mighty Wind (2003). She has two daughters from her previous marriage with Bill Geisslinger.,1952-04-01,Houston  Texas  USA,,,1,2
nm0001580,Ashley Olsen,Ashley Fuller Olsen,155,Ashley Fuller Olsen (born June 13  1986) is an American fashion designer  producer  author  businesswoman and former actress. She co-founded luxury fashion brands The Row  Elizabeth and James  and the more affordable lines Olsenboye and StyleMint with her twin sister Mary-Kate Olsen. She is also the older sister of actress Elizabeth Olsen.Ashley was born in Sherman Oaks  Los Angeles  California  the daughter of Jarnette "Jarnie"  a personal manager  and David "Dave" Olsen  a real estate developer and mortgage banker. Along with her twin  Mary-Kate  they have an older brother  Trent Olsen  a younger sister  Elizabeth Olsen who is also an actress  and younger half siblings Taylor and Jake from their father's second marriage.[ Olsen's parents divorced in 1996. The twins and their siblings have Norwegian ancestry on their father's side.Olsen began her career at the age of nine months old  when she and Mary-Kate were hired to share the role of Michelle Tanner on the popular television series Full House in 1987. Following the end of Full House  Olsen released a string of successful straight-to-video movies and became a popular figure in the preteen market during the late 1990s and early 2000s. She became a household name  with her likeness seen in clothes  books  fragrances  magazines  movies  and posters  among others. There were fashion dolls of her made by Mattel from 2000 to 2005. She starred in the video series The Adventures of Mary-Kate & Ashley  the ABC show Two of a Kind  and ABC Family's So Little Time. She and her sister were jointly ranked number three on the VH1 program 100 Greatest Child Stars. In 2004  the twins appeared in the theatrical light-hearted romantic comedy  New York Minute. In 2007  when Mary-Kate and Ashley were 21 they said that if they got involved in movies together again it would be as producers. When asked about acting again in 2009 Ashley said  "Never say never." In 2009 Olsen contemplated returning to acting. She changed her mind and in 2012 the sisters decided to quit acting permanently and focus on fashion. In October 2013  Olsen appeared in the music video for "City of Angels" by Thirty Seconds to Mars.Nickelodeon acquired the rights to Mary-Kate and Ashley's video library in 2015.In 2015  it was announced that John Stamos had signed on with Netflix to produce and co-star in Fuller House  a spin-off Full House that would reunite the original cast members. Mary-Kate and Ashley originally announced in May that they would not reprise their role as Michelle Tanner  however in July  according to Netfix's Ted Sarandos  the Olsen twins were "teetering" on an agreement to join the series.In 2004  both Ashley and Mary-Kate Olsen became co-presidents of their company Dualstar (created in 1993 following the success of Full House)  the brand currently selling in over 3 000 stores in America and 5 300 stores worldwide. Their success has been marked on Forbes' The Celebrity 100 list since 2002. In 2007  Forbes ranked the twins as the eleventh-richest women in entertainment  with an estimated combined net worth of $300 million.Following a high volume of public interest in their fashion choices  both worked in collaboration on a string of fashion lines available to the public. They started a clothing line in Wal-Mart stores across America for girls ages 4 to 14 as well as a beauty line called Mary-Kate and Ashley: Real Fashion for Real Girls.In 2004  they made news by signing a pledge to allow all the workers that sew their line of clothing in Bangladesh full maternity leave. The National Labor Committee  which organized the pledge  later praised the twins for their commitment to worker rights.The idea for The Row started as a personal project in 2005 when Ashley Olsen challenged herself to create a perfect T-shirt. She tested the design on a variety of women of all body shapes and ages in an attempt to find a "commonality in fit and attitude."By 2006  the sisters had created a 7-piece collection that included the T-shirt  a pair of cotton sateen leggings  and a cashmere wool tank dress. Barneys New York bought the entire first collection. The brand has expanded to include ready-to-wear  resort  handbags  sunglasses  and shoes.In 2006  they were tapped as the faces of the upscale fashion line Badgley Mischka. As adults  the Olsens have devoted much of their attention to the world of fashion. They head a couture fashion label  The Row  as well as the Elizabeth and James  Olsenboye  and StyleMint retail collections. Ashley Olsen has appeared on best-dressed lists. The Olsens designed an Olsenboye Change Purse in 2011 and donated the money to "Pennies From Heaven".In 2011  the Olsen sisters teamed up with TOMS Shoes to design footwear for kids without shoes in more than 20 countries worldwide. Mary-Kate and Ashley are now the creative directors for the Italian brand Superga. The Olsens released an Elizabeth and James perfume in early 2013. StyleMint is now available in the UK.In October 2012  Ashley and Mary-Kate won the WSJ magazine Innovator of The Year Award.Ashley and Mary-Kate won the top prize at the 2012 CFDA Fashion Awards.Ashley with her twin was nominated for Council Of Fashion Designers in 2015.In 2008  Mary-Kate and Ashley Olsen wrote Influence  a book featuring interviews with fashion designers that have inspired the Olsens' fashion lines.In 2005  Olsen filed a $40 million lawsuit against tabloid magazine National Enquirer for depicting her as being involved in a drug scandal. Her case was dismissed by a federal court in Los Angeles in November of the same year.In May 2004  Olsen and high school sweetheart Matt Kaplan split up after three years of dating. In May 2008  Olsen began dating fellow actor Justin Bartha. They split up in March 2011 after almost three years of dating.As of January 2014  Olsen has been dating film director Bennett Miller.,1986-06-13,Sherman Oaks  California  USA,,,0,0
nm0001581,Mary-Kate Olsen,Mary-Kate Olsen,157,Mary-Kate Olsen (born June 13  1986) is an American actress  fashion designer  producer  author  and businesswoman. She co-founded luxury fashion brands The Row  Elizabeth and James  and the more affordable lines Olsenboye and StyleMint alongside her identical twin sister Ashley Olsen. Olsen pursued acting independently as an adult until 2012. She is the older sister of actress Elizabeth Olsen.Mary-Kate was born in Sherman Oaks  Los Angeles  California  the daughter of Jarnette "Jarnie"  a personal manager  and David "Dave" Olsen  a real estate developer and mortgage banker. Along with her twin  Ashley  she has an older brother  Trent  a younger sister  Elizabeth Olsen  and two half siblings from her father's second marriage. Olsen's parents divorced in 1996.Along with Ashley  Olsen was cast at the age of nine months to share the role of Michelle Tanner on the ABC sitcom Full House. The Olsen twins portrayed Michelle throughout the series' 1987-95 run. In the early 1990s  she and Ashley established a company  Dualstar  which produced a long string of TV movies and direct-to-video releases featuring the girls. The Olsens continued to release direct-to-video films up to the early 2000s  along with starring in the 1995 feature film It Takes Two. In 1997  the Olsen twins guest starred in an episode of Sister  Sister  alongside rival twin actresses Tia Mowry and Tamera Mowry. After Full House  the sisters starred in two other sitcoms (Two of a Kind and So Little Time) and an animated series (Mary-Kate and Ashley in Action!). The former lasted one season while the latter ran for two seasons. These ventures  combined with an array of licensing deals for their names and likenesses  made Olsen wealthy at a young age. In 2004  Olsen's wealth was estimated at $137 million.Olsen and her sister became co-presidents of Dualstar upon their eighteenth birthday. Olsen's first solo acting appearance was in the movie Factory Girl  released in December 2006. Olsen's one short scene was ultimately cut from theatrical release  but was included on the film's DVD. In 2007  the sisters said that if they became involved in movies together again it would be as producers. Olsen had a recurring role on Weeds . In 2008  she appeared in The Wackness. At the Sundance Film Festival  Academy Award-winner Sir Ben Kingsley  her co-star' praised her. In 2008 Olsen also made a guest appearance on the ABC comedy Samantha Who? as a self-destructive girl that Samantha tries to help. Olsen appeared in the motion picture adaption of the Alex Flinn novel Beastly. Beastly was Mary-Kate's final acting project.In March 2012  both Mary-Kate and Ashley indicated their interest to retire as actresses in order to focus on their careers in fashion. Mary-Kate and Ashley felt that their futures were in fashion  and not in acting. They discussed wanting to open a store as one of their future fashion-based endeavors.In 2015 it was announced that John Stamos signed on with Netflix to produce and co-star in Fuller House  a spin-off Full House that would reunite the original cast members for a 13-episode series. Mary-Kate and Ashley originally announced in May 2015 that they will not reprise their role as Michelle Tanner.Nickelodeon acquired the rights to the Olsen twins' video library in 2015.In 1993  following Mary-Kate and Ashley's success on Full House  a limited liability company  Dualstar was created to produce Mary-Kate and Ashley-branded products.In 2004  both Mary-Kate and Ashley took control of Dualstar  becoming joint-CEOs and presidents of the company  which at the time had its merchandise being carried in over 3 000 stores in America and 5 300 stores worldwide.Mary-Kate and her twin Ashley's success has been marked by their inclusion on every Forbes The Celebrity 100 list since 2002. In 2007 Forbes ranked the twins jointly as the eleventh-richest women in entertainment  with an estimated combined net worth of $100 million.Following a high volume of public interest in their fashion choices  the sisters began work in collaboration on a string of fashion lines available to the public. Starting as young girls  the Olsen twins started a clothing line in Wal-Mart stores across America for girls ages 4 to 14 as well as a beauty line called "Mary-Kate and Ashley: Real fashion for real girls". In 2004 they made news by signing a pledge to allow all the workers that sew their line of clothing in Bangladesh full maternity leave. The National Labor Committee  which organized the pledge  later praised the twins for their commitment to worker rights.In 2006  in an attempt to gain credibility in the fashion industry after their association with Wal-Mart tarnished their reputations  they were tapped as the faces of the upscale fashion line Badgley Mischka.As adults  the Olsen twins have devoted much of their attention to the world of fashion. They head a couture fashion label  "The Row " as well as "Elizabeth and James"  "Olsenboye"  and "StyleMint" retail collections. Mary-Kate's sometimes controversial fashion choices have often found her on both the best and worst dressed fashion lists  particularly for her decision to wear fur. Mary-Kate and Ashley designed an Olsenboye Change Purse in 2011 and donated the money to "Pennies From Heaven".In 2011  Mary-Kate and Ashley teamed up with TOMS Shoes to design footwear for kids without shoes in more than 20 countries worldwide. Mary-Kate and Ashley are now the creative directors for Superga. Mary-Kate and Ashley released an Elizabeth and James perfume in Spring 2013. They won the top prize at the 2012 CFDA Fashion Awards. StyleMint is now available in the UK.In October 2012  Mary-Kate and Ashley won the WSJ magazine Innovator of The Year Award.Mary Kate was nominated for Council Of Fashion Designers in 2015.In 2008  the Olsen twins co-authored Influence  a book featuring interviews with fashion designers that have inspired the twins' fashion lines.Olsen has dated David Katzenberg  son of DreamWorks co-founder Jeffrey Katzenberg; photographer Maxwell Snow; and artist Nate Lowman.In May 2012  Olsen began a relationship with Olivier Sarkozy  half brother of former French President Nicolas Sarkozy. In March 2014  photos were published showing Olsen wearing what appeared to be an engagement ring. Olsen and Sarkozy were married on November 27  2015 at a private residence in New York City.In 2014  Olsen competed in the Hamptons Horse Show. In 2013  her horse Marvelous competed in and won the 38th Hampton Classic Horse Show.In mid-2004  Olsen announced she had entered treatment for anorexia nervosa. A Got Milk? ad featuring the twins was pulled following the announcement. On November 20  2007  she was hospitalized for a reported kidney infection.Mary-Kate was a close friend of late actor Heath Ledger. After discovering Ledger unconscious in his bed in January 2008  his masseuse called Olsen twice before contacting police. Olsen sent a private security guard to the scene.Responding to a claim by an anonymous law enforcement official that she would not speak to federal investigators without a promise of legal immunity  Olsen's attorney Michael C. Miller said  "We have provided the government with relevant information including facts in the chronology of events surrounding Mr. Ledger's death and the fact that Ms. Olsen does not know the source of the drugs Mr. Ledger consumed".,1986-06-13,Sherman Oaks  California  USA,,,1,0
nm0001585,Kelly Packard,Kelly Chemane Packard,163,Kelly Packard was born on January 29  1975 in Glendale  California  USA as Kelly Chemane Packard. She is an actress  known for Ripley's Believe It or Not! (2000)  Baywatch (1989) and California Dreams (1992). She has been married to Darrin Privett since August 17  1996. They have four children.,1975-01-29,Glendale  California  USA,,,0,4
nm0001589,Michael Palin,Michael Edward Palin,179,Michael Palin is an English comedian  actor  writer and television presenter. He was one of the members of the comedy group Monty Python.After the Monty Python television series ended in 1974  the Palin/Jones team worked on Ripping Yarns  an intermittent television comedy series broadcast over three years from 1976. In 1980  Palin co-wrote Time Bandits with Terry Gilliam. He also acted in the film. In 1984  he reunited with Terry Gilliam to appear in Brazil. He appeared in the comedy film Un pesce di nome Wanda (1988)  for which he won the BAFTA Award for Best Actor in a Supporting Role.,1943-05-05,Ranmoor  Sheffield  Yorkshire  England  UK,,,0,3
nm0001590,Chazz Palminteri,Calogero Lorenzo Palminteri,189,Bronx-born and raised Chazz Palminteri was a natural choice to continue the Italianate torch in film. In the tradition set forth in the 1970s by such icons as director Martin Scorsese and actors Robert De Niro  Al Pacino  John Cazale and Joe Pesci  Palminteri has brought grit  muscle and an evocative realism to the sidewalks of his New York neighborhood  violent as they are and were.Chazz was born Calogero Lorenzo Palminteri in 1952 in the Bronx  New York  the son of Rose  a homemaker  and Lorenzo Palminteri  a bus driver. He grew up in a tough area of the Bronx  giving him the life lessons that would later prove very useful to his career. He graduated from Theodore Roosevelt High School and started out pursuing his craft in 1973 studying at the Actor's Studio. He appeared off-Broadway in the early 1980s while paying his dues as a bouncer and doorman in nightclubs  among other jobs.In 1986 he headed west and found that his ethnic qualifications was well-suited for getting tough-talker parts. Slick attorneys  unflinching hoods and hard-nosed cops were all part of his ethnic streetwise persona in such TV shows as Oltre la legge - L'informatore (1987)  Matlock (1986) and Hill Street giorno e notte (1981). In films he started off playing a 1930s-style gangster in Sylvester Stallone's Oscar - Un fidanzato per due figlie (1991). Although his roles were sharp  well-acted and with a distinct edge to them  there was nothing in them to show that he was capable of stronger leading parts.In 1988 he wrote for himself a play entitled "A Bronx Tale " a powerful one-man stage commentary in which he depicted his bruising childhood in great detail  which included witnessing gangland slayings. Palminteri brought each and every character to life (18 in all) in this autobiographical piece -- his friends  enemies  even his own family. He showcased for years in both Los Angeles and New York  finally sparking the interest of his film idol  Robert De Niro. DeNiro  wanting to direct for the first time  saw the potential of this project and brought both it and the actor/writer to the screen. Palminteri played one of the flashier roles  Sonny  a gangster  in the movie version. An unknown film commodity at the time  Chazz had stubbornly refused to sell his stage property (the offers went into the seven figures) unless he was part of the package as both actor and screenwriter. DeNiro  who became his mentor  backed him up all the way  and the rest is history. Bronx (1993)  which featured his actress/producer/wife Gianna Palminteri  earned strong reviews.At age 41 Palminteri had become an "overnight" star. Other important projects quickly fell his way. He received a well-deserved Oscar nomination the following year for his portrayal of a Runyonesque hit man in Woody Allen's hilarious jazz-era comedy Pallottole su Broadway (1994). He was on the right side of the law in both La famiglia Perez (1995)  his first romantic lead  and then the classic crimer I soliti sospetti (1995). He played the ill-fated brute in Diabolique (1996) and wrote a second screenplay  Infedeli per sempre (1996)  in which he again plays a hit man  terrorizing both Cher and Ryan O'Neal.Though Palminteri was invariably drawn into a rather tight-fitting  often violent typecast  it has been a secure and flashy one that continues to run strong into the millennium. Surprisingly  the one obvious show he missed out on was HBO's I Soprano (1999). True to form his trademark flesh-lipped snarl was spotted in gritty urban settings playing a "Hell's Kitchen" cop in One Eyed King - La tana del diavolo (2001) starring actor/producer Armand Assante; a pool hustler and mentor in Poolhall Junkies (2002); a mob boss in In the Fix (2005); a dirty cop in Running (2006); the titular scam artist as Yonkers Joe (2008); a karaoke-loving Italian psychiatrist in Once More with Feeling (2009); and an abusive husband and father in Mighty Fine (2012).Other millennium filming includes starring presences in Body Armour - In difesa del nemico (2007)  The Dukes (2007)  the title conman as Yonkers Joe (2008)  Once More with Feeling (2009) and Mighty Fine (2012)  as well as prime supports in Running (2006)  Guida per riconoscere i tuoi santi (2006)  Push (2006)  Jolene (2008)  Last I Heard (2013)  Legend (2015)  Vault (2019)  Clover (2020). TV crime continues to occupy his time as well  clocking in such series' credits as Kojak (2005)  Rizzoli & Isles (2010) and Godfather of Harlem (2019). Occasionally he will lighten up -- as in his recurring role as Shorty on the popular sitcom Modern Family (2009).,1952-05-15,New York City  New York  USA,,,0,2
nm0001592,Joe Pantoliano,Joseph Peter Pantoliano,176,With more than 100 film  television and stage credits to his name  Joseph Peter Pantoliano is a prolific American character actor who has played many diverse and memorable roles  from Guido in Risky Business - Fuori i vecchi... i figli ballano (1983) to Eddie Moscone in Prima di mezzanotte (1988)  Cosmo Renfro in Il fuggitivo (1993)  Cypher in Matrix (1999) and Teddy in Memento (2000).Pantoliano was born September 12  1951 in Hoboken  New Jersey  the son of Mary (Centrella) and Dominic Pantoliano  first-generation Italian Americans who split when Joe was twelve years old (though they never officially divorced). His mother was a seamstress and bookie  and his father was a hearse driver and foreman at a factory. Despite suffering from severe dyslexia that made studies difficult for him  Pantoliano displayed acting talent from an early age and moved to Manhattan after high school to pursue an acting career.After four years in Manhattan that included auditions  acting classes  waiting tables and a role as Billy Bibbit in the touring production of "One Flew Over the Cuckoo's Nest"  Joe Pantoliano moved to California to pursue television and film acting. Joe was successful in landing a number of television roles before getting his feature film debut in Rock machine (1980)  but his true Hollywood breakthrough came with his turn opposite a 21-year-old Tom Cruise as ruthless pimp Guido in 1983's Risky Business - Fuori i vecchi... i figli ballano (1983). A wide array of TV and film roles followed that have led Joe to work with many of Hollywood's brightest talents  both on-screen and off  including Richard Donner  Steven Spielberg  Lilly Wachowski & Lana Wachowski  Harrison Ford  Tommy Lee Jones  Wesley Snipes  Christopher Nolan and many others.Winner of a primetime Emmy for his work on I Soprano (1999)  for which he also received two SAG Award nominations  Joe Pantoliano is married to former model Nancy Sheppard  with whom he has two daughters  Daniella and Isabella. Pantoliano also has a son  Marco  from a previous marriage  and a step-daughter  Melody.,1951-09-12,Hoboken  New Jersey  USA,,,1,4
nm0001593,Anna Paquin,Anna Helene Paquin,163,Anna Paquin is the first millennial to have received an Academy Award nomination for acting  and the first to win.She was born in Winnipeg  Manitoba  Canada  in 1982  to Mary (Brophy)  an English teacher from Wellington  New Zealand  and Brian Paquin  a Canadian phys-ed teacher. Anna moved to her mother's native country when she was four years old. Her first acting job ever was at age nine in the film Lezioni di piano (1993)  which she ended up being cast in because it was shot in New Zealand. At age 16  she relocated to Los Angeles where she completed her last two years of high school (graduating in 2000). She then moved to New York where she attended Columbia University for one year. Between 2001 and 2004 she worked almost exclusively on stage in both New York and London. In 2007 Anna was cast in HBO's "True Blood"  which concluded shooting its 7th and final season in 2014.,1982-07-24,Winnipeg  Manitoba  Canada,,,0,2
nm0001594,Anne Parillaud,Anne Parillaud,168,Anne Parillaud was born in Paris  France on May 6  1960 and even though all her travels took her to many lands  is still a Paris resident. Anne studied ballet in school  and her first appearance was in the film Un amour de sable (1977) where she played "La jeune fille avec un petit chat" ("The girl with a kitten"). However  her first real role was as "Estelle" in Slip (1978) and  even though she had only appeared in this film during summer vacation  by then she had caught the show business bug. Anne was in eight other films  and then she gave her breakout performance in her signature role as "Nikita" in the wildly popular Nikita (1990)  which spun off the American remake Nome in codice: Nina (1993) starring Bridget Fonda  and the USA Network television series Nikita (1997) starring Peta Wilson. Anne had taken judo lessons for three months to prepare for this part. Anne said that when acting  she can abandon herself; indeed the character Nikita is nothing like her. Anne hates guns and even said of Nikita: "For a while  she was in me like a demon".When it comes to which films and directors to work with  Anne has her one rule: it must touch her heart. Obviously director Luc Besson touched her heart  they had a daughter together  but the couple separated shortly after Nikita (1990); (in 1997  Besson was briefly married to Milla Jovovich  but they divorced). Anne traveled to America to do several films  including Amore all'ultimo morso (1992)  in which she plays a French vampire. She said of her character "Marie"  that she wasn't born a vampire  didn't decide to be one; in that sense  the movie is a parable about dealing with the problem of being different in society. And difference equates to loneliness. Anne is still busy appearing in movies. Offscreen  Anne enjoys simple pleasures such as dancing  and talking with friends. And she is always led by her heart  Anne says she is someone who lives by impulse first. Her many fans would say it seems she has made a lot of right choices.,1960-05-06,Paris  France,,,2,1
nm0001597,Mandy Patinkin,Mandel Bruce Patinkin,182,Mandy Patinkin was born Mandel Bruce Patinkin in Chicago  Illinois  to Doris "Doralee" (Sinton)  a homemaker and cookbook writer  and Lester Patinkin  who operated two scrap metal plants. He is of Russian Jewish and Latvian Jewish descent. Growing up  he began singing in synagogue choirs at the age of 13-14 and still continues to use his fantastic voice in musicals and in recordings. Attending Juilliard  he became good friends with actor Kelsey Grammer and upon hearing that Cin cin (1982) was auditioning for the role of Dr. Frasier Crane he immediately put Grammer's name forward for the role. Rumours persist about Patinkin's sudden departure from Criminal Minds (2005). He simply failed to show up one day for a table read. He has contacted the entire cast to explain what is referred to as "personal reasons" for leaving. It seems that although Patinkin was prepared for the show to include violence the actual level of violence portrayed was unacceptable to the actor. He left to do more light hearted work. Patinkin supports many charities including: PAX  Doctors Without Borders  Americans for Peace Now  The September 11th Fund  Crohn's and Colitis Foundation of America and Gilda's Club.,1952-11-30,Chicago  Illinois  USA,,,0,2
nm0001599,Will Patton,William Rankin Patton,177,Will Patton was born in Charleston  South Carolina. His father  Bill Patton  is a playwright  acting/directing instructor  and Lutheran minister. Patton attended the North Carolina School of the Arts. He has won two OBIE awards for Best Actor -- for the off-Broadway plays "Fool for Love" (by Sam Shepard) and the Public Theatre production of "What Did He See?" (by Richard Foreman).,1954-06-14,Charleston  South Carolina  USA,,,0,0
